"编号","身高","体重","BMI","肺活量","短跑","立定跳远","坐位体前屈","长跑","引体向上","总分"
"920",171.8,60.7,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米不及格","引体向上不及格",72
"921",160.3,54.7,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",55.2
"922",169.2,54.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上及格",67.5
"923",169.2,69.6,"超重","肺活量及格","50米优秀","立定跳远优秀","坐位体前屈及格","1000米不及格","引体向上及格",70.1
"924",172.9,52.7,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米及格","引体向上及格",70.7
"925",183.4,122.6,"肥胖","肺活量良好","50米不及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",32.8
"926",174.1,73.8,"超重","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",53.8
"927",168.1,77.1,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",59.6
"928",176.4,96,"肥胖","肺活量优秀","50米及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",55
"929",169.7,96.1,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",52
"930",173.4,65.8,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈及格","1000米良好","引体向上优秀",86.1
"931",170.6,72.2,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈不及格","1000米及格","引体向上不及格",52.8
"932",171.2,62.9,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",73.7
"933",176.8,63.4,"正常","肺活量及格","50米优秀","立定跳远优秀","坐位体前屈及格","1000米及格","引体向上不及格",74.8
"934",166.5,48.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米良好","引体向上及格",74.8
"935",180.3,70.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上及格",74.3
"936",157.5,59.6,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",57.4
"937",175,63,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","1000米及格","引体向上及格",74.8
"938",177.1,65.2,"正常","肺活量良好","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",75.1
"939",169.1,101.7,"肥胖","肺活量及格","50米不及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上及格",51.5
"940",169.7,49.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","1000米及格","引体向上良好",68.7
"941",174,63.4,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",73.7
"942",172.8,56.3,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈不及格","1000米及格","引体向上不及格",65.1
"943",172.8,54.1,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米不及格","引体向上不及格",61.1
"944",175,62,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",63.2
"945",173.1,62.3,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米及格","引体向上不及格",66.4
"946",167.5,72.6,"超重","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",69.3
"947",164.4,66.1,"超重","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",70.9
"948",180.6,64.3,"正常","肺活量优秀","50米优秀","立定跳远优秀","坐位体前屈及格","1000米及格","引体向上及格",86.2
"949",163,58,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上及格",80.1
"950",169.7,63.4,"正常","肺活量及格","50米良好","立定跳远不及格","坐位体前屈及格","1000米良好","引体向上及格",74.5
"951",168.7,68.1,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈良好","1000米及格","引体向上不及格",64.8
"952",174,78,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上不及格",63.8
"953",177,65.2,"正常","肺活量优秀","50米及格","立定跳远及格","坐位体前屈及格","1000米良好","引体向上不及格",72.9
"954",168,60,"正常","肺活量不及格","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上良好",75.6
"955",178,84,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",58.7
"956",168.4,73.1,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",56
"957",167.2,80.8,"肥胖","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",51.9
"958",165.2,65,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",65.8
"959",179,58,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米及格","引体向上不及格",73.2
"960",169.7,53.5,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈不及格","1000米及格","引体向上不及格",61.2
"961",170.4,75.1,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",61.6
"962",165.3,55.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",64
"963",168.1,49.6,"正常","肺活量不及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上不及格",53
"964",179.7,69.4,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈优秀","1000米良好","引体向上及格",80.2
"965",175.6,68.1,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",79
"966",176.2,71.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",72.1
"967",172.7,55.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",70.4
"968",165.9,63,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",74.6
"969",177.8,57.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",63.5
"970",158.9,52,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",69.5
"971",178.7,59.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",68.9
"972",168,83,"肥胖","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",51.7
"973",180.6,85.6,"超重","肺活量优秀","50米不及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",50.1
"974",175,55,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",76.2
"975",167,67,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",73.2
"976",175,64.5,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",68.1
"977",162.8,67,"超重","肺活量不及格","50米良好","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上及格",64
"978",173.9,57.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","1000米及格","引体向上不及格",68.4
"979",176.2,83.4,"超重","肺活量优秀","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",68.8
"980",168.1,65.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",70.6
"981",172.1,88.9,"肥胖","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",63.8
"982",169.7,55.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",69
"983",169.7,56.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",69.3
"984",167.1,74.2,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",66.6
"985",173.7,54.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",63.3
"986",172.2,52.4,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",69.8
"987",178.4,86.5,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上不及格",63.9
"988",172.2,67.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",65.9
"989",173.7,71.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",60
"990",170.8,70.2,"超重","肺活量不及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",53.9
"991",167.2,53.1,"正常","肺活量不及格","50米良好","立定跳远良好","坐位体前屈及格","1000米及格","引体向上不及格",71.1
"992",170.6,67.9,"正常","肺活量良好","50米优秀","立定跳远良好","坐位体前屈及格","1000米及格","引体向上不及格",74.2
"993",190.9,119.5,"肥胖","肺活量优秀","50米及格","立定跳远良好","坐位体前屈良好","1000米不及格","引体向上不及格",64.9
"994",189,95,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上不及格",61.1
"995",173.4,74.2,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上不及格",62.5
"996",183.7,65.5,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",66.6
"997",170.6,86.9,"肥胖","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",43.2
"998",167.7,70.9,"超重","肺活量及格","50米不及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上不及格",58.7
"999",178.6,67.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",64.3
"1000",178.1,66.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",66
