"编号","身高","体重","BMI","肺活量","短跑","立定跳远","坐位体前屈","长跑","一分钟仰卧起坐","总分"
"623",166.7,75.8,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米不及格","仰卧起坐及格",65.9
"624",168.6,49.3,"正常","肺活量及格","50米良好","立定跳远优秀","坐位体前屈及格","800米及格","仰卧起坐及格",78.6
"625",153.6,52.4,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",69.2
"626",161.1,54.5,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",75.1
"627",151.1,58.8,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",66.1
"628",155.5,52.2,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",67.1
"629",159.5,55.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",68.5
"630",156.7,61.6,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",68.6
"631",161.4,49.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米良好","仰卧起坐及格",75.6
"632",161.7,50.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",72.8
"633",151.2,56,"超重","肺活量优秀","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",77.4
"634",157.3,52.6,"正常","肺活量及格","50米不及格","立定跳远良好","坐位体前屈良好","800米及格","仰卧起坐及格",67.9
"635",155.5,54.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",76.9
"636",157,71.3,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",64.6
"637",163.6,58.9,"正常","肺活量不及格","50米不及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐不及格",62.2
"638",157,49.6,"正常","肺活量及格","50米良好","立定跳远良好","坐位体前屈良好","800米及格","仰卧起坐及格",77.8
"639",158.6,41.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",73.1
"640",149.2,43.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",73.8
"641",155.3,46.9,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",68.3
"642",161.7,50,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",76.6
"643",172.9,63,"正常","肺活量及格","50米良好","立定跳远优秀","坐位体前屈及格","800米及格","仰卧起坐及格",80.9
"644",154.5,53.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",74.8
"645",152,44.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.6
"646",155.6,45.1,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈优秀","800米及格","仰卧起坐及格",81.8
"647",163.1,65,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.2
"648",159.2,102.3,"肥胖","肺活量及格","50米不及格","立定跳远不及格","坐位体前屈良好","800米不及格","仰卧起坐不及格",39.7
"649",146.6,52,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",73.1
"650",160.1,46.9,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",76.6
"651",144.2,54.6,"超重","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",64.7
"652",155.4,47.3,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",66.2
"653",156.7,58.8,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",62.7
"654",162.3,58.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.8
"655",158.9,51.5,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈优秀","800米优秀","仰卧起坐优秀",90.2
"656",157.2,59,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73
"657",151.7,50.2,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",61.8
"658",160.8,64.2,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米不及格","仰卧起坐及格",66.5
"659",161.7,81.7,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",69.2
"660",158.6,52.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",74.8
"661",164.4,58.9,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈良好","800米及格","仰卧起坐及格",76.8
"662",156.2,55,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",69.1
"663",162.2,68,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",69.9
"664",164.4,51.4,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",76.3
"665",166.2,63,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈优秀","800米及格","仰卧起坐及格",79.2
"666",151.1,71.7,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",69.4
"667",157.3,55,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",67.6
"668",164.4,71.5,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",69.7
"669",164.5,65.4,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",76.8
"670",157.2,51,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",71.2
"671",155.2,47.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.6
"672",164.2,48,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","800米及格","仰卧起坐及格",78
"673",161.2,48,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71
"674",157.7,53.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",74.8
"675",157.7,55,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.9
"676",163.2,50,"正常","肺活量及格","50米良好","立定跳远良好","坐位体前屈及格","800米不及格","仰卧起坐及格",72.9
"677",160,58.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",68.3
"678",157.3,53.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.6
"679",159.2,52,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",68.3
"680",163.2,62.7,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",79.1
"681",169.2,60.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.7
"682",157.7,45.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐良好",75.9
"683",157.2,52,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",67.6
"684",153.6,52.2,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.2
"685",140.4,53.6,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",63.2
"686",152,45.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",66.8
"687",152.7,51,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米不及格","仰卧起坐不及格",58.1
"688",155.2,46.7,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",76.6
"689",155.5,63.7,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.6
"690",146.1,50.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.6
"691",162.3,66.5,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",71.3
"692",144.6,39.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.8
"693",161.1,54.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",76.9
"694",158.9,56.2,"正常","肺活量及格","50米良好","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",78.3
"695",155.5,55.1,"正常","肺活量及格","50米良好","立定跳远良好","坐位体前屈良好","800米及格","仰卧起坐及格",78.4
"696",159.8,58.3,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",77.3
"697",156.4,62.5,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈优秀","800米及格","仰卧起坐及格",70.4
"698",150.4,47.9,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",70.7
"699",154.5,45.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",63.4
"700",142.2,54.3,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",67.4
"701",165.8,60.7,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",63.1
"702",154.2,48.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米优秀","仰卧起坐及格",76.4
"703",160,77.9,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",64.1
"704",162.3,50.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",68.9
"705",153,46.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.7
"706",149.9,44.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.4
"707",159.5,45.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.2
"708",154.2,46.7,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",72.7
"709",152.6,57,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.7
"710",167.6,48.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",76.8
"711",150.8,48.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.2
"712",159.5,71.7,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",68
"713",149.9,56.1,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.8
"714",164.4,65.8,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",71.4
